	vclaim	title
5611	Images show a number of mutant sharks with two heads.	Are Two-Headed Sharks Terrorizing the Ocean?
5612	Images show a photographer making a dangerous leap from rock to rock in the Grand Canyon.	Grand Canyon Leap of Faith
5613	Images show advertisements intended to encourage young people to sign up for health insurance coverage.	Got Insurance?
5614	Images show new designs for American currency that the U.S. government is planning to introduce.	New U.S. Constitutional Currency
5615	Images show several large topiary cats created by a retiree and artist named John Brooker.	Topiary Cats
5616	Images show the USS New York, a ship built using steel from the World Trade Center.	USS New York
5617	Imam Siraj Wahhaj, the father of a suspect accused of training children to be school shooters at a compound in New Mexico, was the keynote speaker at the 2012 Democratic National Convention.	Was the Father of the Man Accused of Training School Shooters the Keynote Speaker at Obama’s Democratic National Convention?
5618	Imbibers drink the liquor from a barrel used to preserve a dead body.	Body Found in Barrel
5619	Immigrants 'invaded' a beach, leaving beachgoers 'shocked.'	Did Migrants ‘Invade’ a Beach in Broad Daylight?
5620	Immigrants who illegally crossed into the U.S. at the Mexico border are the cause of measles outbreaks in 2019 in the U.S.	Are ‘Illegal Immigrants’ to Blame for Measles Outbreaks Across the U.S.?
5621	Immigration and Customs Enforcement (ICE) detained and deported Polish doctor Lukasz Niec, 40 years after he emigrated to the United States as a young child.	Did ICE Deport a Michigan Doctor 40 Years After He Immigrated to the U.S.?
5622	Immigration and Customs Enforcement hurled a pregnant woman over a border wall so she wouldn't have her baby on U.S. soil.	Did ICE Hurl a Pregnant Woman Over a Border Wall?
5623	Immigration and Customs Enforcement is transporting children in freight train cars.	Is ICE Transporting Immigrant Children in Freight Trains?
5624	Impersonator pretends to be a relative in urgent need of money.	Family Member Impersonation Scam
5625	Implementation of Dream Act guidelines will grant amnesty to illegal aliens residing in the United States if they agree to enlist in the U.S. military or enter college.	DREAM Act
5626	Imprisoned former Congressmember Jesse Jackson, Jr. stands to collect $8,700 per month in disability payments and $45,000 per year in Congressional pension.	Jesse Jackson, Jr. Collects $8,700 Per Month in Disability Payments?
5627	Improperly cleaned tanning beds are vectors for sexually transmitted diseases such as herpes.	Catching Sexually Transmitted Diseases While Tanning
5628	In 1555 Nostradamus predicted that December 2000 would see “the village idiot will come forth to be acclaimed the leader in the home of greatest power.”	Nostradamus Prophecy
5629	In 1829, Martin Van Buren sent a letter to President Andrew Jackson about the necessity for preserving canals against the development of railroads.	Van Buren’s Letter to President Jackson
5630	In 1858, Lincoln expressed his opposition to racial equality and asserted the superiority of white people.	Did Abraham Lincoln Express Opposition to Racial Equality?
5631	In 1873 a British mill engineer “broke the bank” at a Monte Carlo casino.	The Man Who Broke the Bank at Monte Carlo
5632	In 1926, the federal government poisoned alcohol to curb consumption during Prohibition; by the time Prohibition ended in 1933, an estimated 10,000 people had died from this poisoning.	Did the U.S. Government Purposely Poison 10,000 Americans During Prohibition?
5633	In 1941, newsman Edward R. Murrow penned a piece about the need for restraint in the U.S. response to the attack on Pearl Harbor.	Edward R. Murrow on Restraint
5634	In 1943 the Supreme Court ruled that no one can be forced to participate in patriotic rituals such as the Pledge of Allegiance and the national anthem, so calling for NFL players to be fired for 'taking a knee' in protest amounts to calling for the law to be broken.	Did the Supreme Court Rule in 1943 That No One Can Be Forced to Participate in Patriotic Rituals?
5635	In 1964, Hillary Clinton campaigned and voted for Barry Goldwater, who promised to overturn the Civil Rights Act and 're-segregate' America.	Goldwater Girl
5636	In 1965 a 'grossly obese' man survived without eating for one year and 17 days, living entirely off his body fat and supplemental vitamins.	Did an Obese Man Survive Without Eating for 382 Days?
5637	In 1969, comic Red Skelton lamented on his weekly television show that the Pledge of Allegiance might someday be considered a “prayer” and eliminated from public schools.	Red Skelton Pledge of Allegiance
5638	In 1970, the Oregon Department of Transportation attempted to dispose of a whale carcass by blowing it up.	Oregon’s Infamous Exploding Whale
5639	In 1988 author Roald Dahl penned an open letter urging parents to have their children vaccinated against measles.	Did Roald Dahl Urge Parents to Vaccinate Their Children?
5640	In 1988, the U.S. Navy shot down an Iranian passenger jet, killing 290 civilians; Some members of the crew that shot the plane down were later awarded medals, and the United States has not formally apologized for the event.	Did the U.S. Navy Shoot Down an Iranian Passenger Jet in 1988, Killing 290 Civilians?
5641	In 1989, a senior U.N. environmental official said, “Entire nations could be wiped off the face of the Earth by rising sea levels if the global warming trend is not reversed by the year 2000.”	Did UN Official Say Nations Would Vanish If Global Warming Not Reversed by 2000?
5642	In 1992 Al Sharpton delivered a speech in which he exhorted blacks to kill police.	Al Sharpton’s 1992 Speech Urged Blacks to Kill Police
5643	In 1995, former president George H.W. Bush resigned as a Life Member of the NRA.	Did George H.W. Bush Resign from the NRA?
5644	In 1997, Kurt Vonnegut gave an unusual commencement address at MIT.	Kurt Vonnegut MIT Commencement Address
5645	In 1999, Donald Trump lobbied against mandatory sprinklers for apartment buildings in New York, including his own Trump Tower.	Did Donald Trump Once Fight Against Installing Sprinklers in New York Apartment Buildings?
5646	In 2002 you could trigger a $1 donation to paralysis research by sending a birthday greeting to actor Christopher Reeve.	Christopher Reeve Birthday Greeting
5647	In 2003, President and Mrs. Bush helped hand out Christmas presents to children of inmates.	Angel Tree
5648	In 2005, Senator Barack Obama expressed his opposition to 'undetected, undocumented, unchecked' immigration.	Did Barack Obama Express Opposition to ‘Undetected, Undocumented, Unchecked’ Immigration?
5649	In 2006, U.S. Senator Barack Obama spoke out against raising the U.S. goevrnment debt limit.	Obama on the Debt Limit
5650	In 2006, an abortion-clinic owner cut the umbilical cord of a baby born alive before 'throwing' her in a biohazard bag and putting her remains in 'the trash.'	Was a Baby Born Alive at 23 Weeks ‘Thrown in the Trash’?
5651	In 2006, the skeletal remains of Joyce Carol Vincent were found in her home, with the television on, years after her death.	Did an English Woman Lie Dead at Home Undiscovered for Years?
5652	In 2007 a man from Sweden received disability payments for his for his addiction to heavy metal music.	Man Gets Medical Benefits for Heavy Metal Addiction?
5653	In 2007, Barack Obama belatedly paid parking tickets accumulated while he was a student at Harvard.	Barack Obama’s Parking Tickets
5654	In 2012, 80% of murders stemmed from otherwise law-abiding citizens involved in interpersonal disputes.	80 Percent of Murders Involve Interpersonal Disputes
5655	In 2012, Usher paid $1.1 million to settle a lawsuit brought by a woman claiming he had knowingly infected her with herpes.	Was Usher Successfully Sued for Giving a Woman Herpes?
5656	In 2014 President Obama threatened to shoot down Israeli jets planning an attack on Iran’s nuclear facilities.	Obama Threatened to Shoot Down IAF Iran Strike?
5657	In 2014, Mexican authorities arrested and tortured a U.S. Marine for 'accidentally crossing the border,' tying him to a bed for nine months in the process.	Did Mexican Authorities Arrest and Torture a U.S. Marine for Accidentally Crossing the Border?
5658	In 2015 the FDA issued a recall for children’s Tylenol, Motrin, and Benadryl products.	Have Tylenol, Motrin, and Benadryl Been Recalled?
5659	In 2016, Senate Majority Leader Mitch McConnell said: 'One of my proudest moments was when I told Obama, 'You will not fill this Supreme Court vacancy,'' and in 2017, he said, 'Apparently there's yet a new standard now, which is not to confirm a Supreme Court nominee at all. I think that's something the American people simply will not tolerate.'	Did Mitch McConnell Say One of His Proudest Moments Was Telling Obama ‘You Will Not Fill This Supreme Court Vacancy’?
5660	In 2016, Speaker Paul Ryan said free lunches gave children a 'full stomach' but left them with an 'empty soul.'	Paul Ryan Said Free Lunches Give Children ‘Empty Souls’?
5661	In 2016, police in Canada began adding Arabic writing to the outside of police cruisers.	Arabic on Canadian Police Cars
5662	In 2017 and 2018, teenage boys widely purchased and used a urethra-covering adhesive band called the Jiftip.	Are Teenagers Using Adhesives to Avoid Resorting to Condoms?
5663	In 2017, 2018 or 2019, the U.S. Centers for Disease Control and Prevention warned the public about a shipment of Zika-contaminated bananas.	Did the U.S. Government Warn About Bananas Contaminated with Zika?
5664	In 2017, President Donald Trump's first year in office, jobs growth was the lowest it has been since 2011.	Did Donald Trump’s First Year as President See the Lowest Jobs Growth Since 2011?
5665	In 2017, the San Domenico school in San Anselmo, California removed some Catholic statues from its campus in an effort to be more inclusive.	Did a Catholic School in California Remove Religious Statues from Its Campus?
5666	In 2018, ALDI offered free food to homeless people at their stores after 4 PM on Christmas Eve.	Did ALDI Offer Homeless People Free Food on Christmas Eve in 2018?
5667	In 2018, American taxpayers paid over $90 billion more under the Trump administration's tax law than they did the previous year.	Did U.S. Taxpayers Pay Over $90 Billion More Under Trump’s Tax Law?
5668	In 2018, Halloween will fall on Friday the 13th for the first time in 666 years.	Does Halloween Fall on Friday the 13th for the First Time in 666 Years?
5669	In 2018, President Donald Trump began a policy of forcing detained immigrants scheduled for criminal prosecution to wear identifying wristbands and yellow bracelets.	Did President Trump Order Detained Immigrants to Wear Yellow Bracelets?
5670	In 2018, White House Press Secretary Sarah Huckabee Sanders was listed as one of the 10 'most admired' women in the United States.	Was Sarah Huckabee Sanders Voted Among the ‘Most Admired’ Women in the United States?
